#Bragg gap
Units mDeg mm
14640.00 7.03382
14630.00 7.03818
14620.00 7.04255
14610.00 7.04692
14600.00 7.05130
14590.00 7.05568
14580.00 7.06006
14570.00 7.06445
14560.00 7.06884
14550.00 7.07324
14540.00 7.07764
14530.00 7.08205
14520.00 7.08646
14510.00 7.09087
14500.00 7.09529
14490.00 7.09971
14480.00 7.10414
14470.00 7.10857
14460.00 7.11300
14450.00 7.11744
14440.00 7.12189
14430.00 7.12633
14420.00 7.13078
14410.00 7.13524
14400.00 7.13970
14390.00 7.14416
14380.00 7.14863
14370.00 7.15310
14360.00 7.15758
14350.00 7.16206
14340.00 7.16655
14330.00 7.17104
14320.00 7.17553
14310.00 7.18003
14300.00 7.18453
14290.00 7.18903
14280.00 7.19354
14270.00 7.19806
14260.00 7.20257
14250.00 7.20710
14240.00 7.21162
14230.00 7.21615
14220.00 7.22069
14210.00 7.22523
14200.00 7.22977
14106.00 7.27114
14006.00 7.31742
13906.00 7.36428
13806.00 7.41174
13706.00 7.45980
13606.00 7.50845
13506.00 7.55769
13406.00 7.60753
13306.00 7.65797
13206.00 7.70900
13106.00 7.76062
13006.00 7.81284
12906.00 7.86566
12806.00 7.91906
12706.00 7.97307
12606.00 8.02767
12506.00 8.08286
